QID Code,Domain,Department,Category,Cluster,Question Text,Response Type,Trigger Points,Is Universal
AR_01,General,AI Engineering,agents_and_agent_orchestration,Cluster 5 — Operational & Infrastructure Risk,Do you have a strategy for token expiry versus long-running AI tasks?,Yes | No | Partial | Not Applicable,,0
AR_167,General,Governance & Compliance,ai_governance_framework,"Cluster 4 — Governance, Compliance & Legal","Has the organization formally defined and implemented an internal AI governance structure (e.g., board committee, executive steering committee, cross-functional risk committee)?",Yes – Formally Defined & Implemented | Partial – Informal or Ad Hoc Structure | No – Not Defined,,
AR_168,General,Human Resources,roles_responsibilities_competence_working,Cluster 6 — Workforce & Organizational Change,"Are AI-related roles and responsibilities (including AI system owner, risk owner, human oversight, and compliance roles) formally documented, approved, and assigned to each in-scope AI system?",Yes – All Roles Documented & Assigned Per System | Partial – Some Roles Defined or Not Assigned Per System | No – Roles Not Documented or Assigned,,
AR_169,General,Governance & Compliance,ai_governance_framework,"Cluster 4 — Governance, Compliance & Legal","Is decision-making authority for AI system approval, deployment, modification, and decommissioning formally defined, with a clear escalation path for high-risk or high-impact AI systems?",Yes – Authority Defined & Escalation Path Clear | Partial – Authority Defined but Escalation Unclear | No – Authority Not Formally Defined,,
AR_170,General,Ethics & Responsible AI,human_oversight_intervention,Cluster 3 — Responsible AI & Ethics,"Are human oversight roles formally assigned for AI systems that impact individuals, with clearly defined authority to review outputs, override decisions, escalate incidents, and approve model changes?",Yes – Oversight Formally Assigned with Full Authority | Partial – Assigned but with Limited or Advisory Authority Only | No – No Human Oversight Formally Assigned,,
AR_171,General,Human Resources,roles_responsibilities_competence_working,Cluster 6 — Workforce & Organizational Change,"Are individuals assigned AI-related roles formally assessed for appropriate competence, skills, and training before taking on those responsibilities?",Yes – Formal Competence Assessment in Place | Partial – Informal Assessment Only | No – Not Assessed,,
AR_172,General,Governance & Compliance,ai_governance_framework,"Cluster 4 — Governance, Compliance & Legal","Are communication and escalation paths for AI risks, incidents, and policy deviations formally defined and understood across the organization?",Yes – Formally Defined & Tested | Partial – Defined but Not Consistently Applied | No – Not Defined,,
AR_173,General,Governance & Compliance,ai_governance_framework,"Cluster 4 — Governance, Compliance & Legal","Are AI development, risk oversight, and approval responsibilities adequately segregated to avoid conflicts of interest, with no significant overlap between model development, risk assessment, and approval functions?","Yes – Fully Segregated, No Material Conflicts | Partial – Some Overlaps Identified and Managed | No – Significant Overlapping Responsibilities",,
AR_174,General,Governance & Compliance,ai_governance_framework,"Cluster 4 — Governance, Compliance & Legal","Are AI risk, compliance, or ethics oversight functions structurally independent from AI development and business ownership (e.g., via separate reporting lines, independent committees, or second-line functions)?",Yes – Structurally Independent | Partial – Advisory Independence Only | No – Not Independent,,
AR_175,General,Governance & Compliance,ai_governance_framework,"Cluster 4 — Governance, Compliance & Legal","Are conflicts of interest related to AI system design, approval, or oversight formally identified and actively managed?",Yes – Formally Identified & Managed | Partial – Informally Managed | No – Not Identified or Managed,,
AR_176,General,Human Resources,roles_responsibilities_competence_working,Cluster 6 — Workforce & Organizational Change,"Are backup or alternate personnel formally identified for critical AI governance, oversight, and risk roles to ensure continuity?",Yes – Formally Identified & Documented | Partial – Informally Identified | No – Not Identified,,
AR_177,General,IT Infrastructure,incident_response_recovery,Cluster 5 — Operational & Infrastructure Risk,"Are roles and responsibilities for responding to AI incidents, policy deviations, or harmful outcomes clearly defined and documented?",Yes – Clearly Defined & Documented | Partial – Partially Defined | No – Not Defined,,
AR_178,General,Governance & Compliance,risk_management_liability_insurance,"Cluster 4 — Governance, Compliance & Legal",Are AI-related roles and decision authorities aligned with the organization's defined AI risk tolerance?,Yes – Fully Aligned | Partial – Some Misalignment | No – Not Aligned or Risk Tolerance Undefined,,
AR_179,General,Governance & Compliance,audit_assurance_review,"Cluster 4 — Governance, Compliance & Legal","Is audit-defensible documentation maintained for AI-related decisions (who approved what, when, and why) across all lifecycle stages, including design, development, deployment, monitoring, changes, and decommissioning?",Yes – All Lifecycle Stages Documented | Partial – Some Stages Documented | No – Not Documented,,
AR_180,General,Governance & Compliance,accountability_responsibility_assignment_formal,Cluster 3 — Responsible AI & Ethics,"Are accountability and alternate decision authority clearly defined for exceptional scenarios (AI-caused harm, regulatory breaches, ethical failures), including when primary decision-makers are unavailable?",Yes – Fully Defined Including Alternates | Partial – Partially Defined or Alternates Not Named | No – Not Defined,,
AR_181,General,Governance & Compliance,accountability_responsibility_assignment_formal,Cluster 3 — Responsible AI & Ethics,"Overall, is it clear who is accountable for AI-related outcomes if harm, failure, or regulatory issues occur?",Yes – Clearly Defined & Organisation-Wide | Partial – Some Ambiguity Exists | No – Accountability Unclear,,
AR_182,General,Governance & Compliance,meta_cognitive_meta_governance,"Cluster 4 — Governance, Compliance & Legal",How would you rate the overall effectiveness of the organization's internal AI governance structure?,Fully Effective – All Elements Operational | Mostly Effective – Minor Gaps | Partially Effective – Significant Gaps | Not Effective or Not Established,,
AR_183,General,Governance & Compliance,ai_governance_framework,"Cluster 4 — Governance, Compliance & Legal","Has the organization formally established, approved, and implemented a structured AI resource management process within the AIMS, covering identification, documentation, review, and continuous management across all lifecycle stages?",Yes – Fully Established & Integrated | Partial – Partially Established | No – Not Established,,
AR_184,General,Governance & Compliance,ai_system_inventory_register,"Cluster 4 — Governance, Compliance & Legal","Does the organization maintain a centralized, version-controlled inventory documenting all AI system resources (data, models, tooling, infrastructure, third-party dependencies, human resources), and does it cover all AI systems currently in active lifecycle stages?","Yes – Comprehensive Inventory, Full Coverage | Partial – Inventory Exists but Coverage Incomplete | No – No Centralized Inventory",,
AR_185,General,Governance & Compliance,ai_system_inventory_register,"Cluster 4 — Governance, Compliance & Legal","Are all identified AI resources explicitly mapped to defined AI lifecycle phases (design, development, validation, deployment, monitoring, change management, decommissioning) for traceability and risk alignment?",Yes – All Resources Lifecycle-Mapped | Partial – Key Gaps in Mapping | No – Not Mapped,,
AR_186,General,Governance & Compliance,ai_governance_framework,"Cluster 4 — Governance, Compliance & Legal","Is there a formally documented governance structure for maintaining AI resource documentation, covering ownership, review frequency, approval mechanisms, change management, and audit verification?",Yes – Fully Documented Governance Structure | Partial – Partially Defined | No – No Governance Structure,,
AR_187,General,IT Infrastructure,deployment_release_management,Cluster 1 — AI Technical & Model Integrity,"When AI systems are decommissioned, is there a formally documented process covering access revocation, data disposal, dependency removal, and inventory update?",Yes – Formal Process Documented & Followed | Partial – Process Exists but Incomplete | No – No Formal Decommissioning Process,,
AR_188,General,Data & Privacy,data_governance_quality_lineage_enterprise,"Cluster 2 — Data, Privacy & Information Assets","Is the provenance of all datasets used in AI systems formally documented (source origin, ownership, acquisition, licensing, legal constraints), and does this cover all training, validation, testing, and production environments?","Yes – Full Provenance, All Environments Covered | Partial – Documented but Not All Datasets or Environments | No – Provenance Not Documented",,
AR_189,General,Data & Privacy,data_governance_quality_lineage_enterprise,"Cluster 2 — Data, Privacy & Information Assets","Are datasets clearly categorized, segregated, and version-controlled based on lifecycle purpose (training, validation, testing, production, archival) to prevent contamination or misuse?",Yes – Fully Categorized & Segregated | Partial – Some Environments Not Segregated | No – Not Categorized or Segregated | Not Applicable,,
AR_190,General,Ethics & Responsible AI,bias_fairness_discrimination,Cluster 3 — Responsible AI & Ethics,"Are potential or known bias risks, representational imbalances, and fairness concerns within datasets formally identified, documented, assessed, and linked to AI risk assessment activities?",Yes – Formally Assessed & Linked to Risk Register | Partial – Informal or Incomplete Assessment | No – Not Assessed,,
AR_191,General,Data & Privacy,data_governance_quality_lineage_enterprise,"Cluster 2 — Data, Privacy & Information Assets","How mature are the organization's data quality governance practices supporting AI systems (validation standards, cleansing procedures, monitoring controls, accountability mechanisms)?",Fully Mature – Comprehensive Practices in Place | Mostly Mature – Minor Gaps | Partially Mature – Significant Gaps | Immature or Not Established,,
AR_192,General,Data & Privacy,data_governance_quality_lineage_enterprise,"Cluster 2 — Data, Privacy & Information Assets","Are legally compliant data retention, archival, and disposal rules formally defined and consistently applied to AI datasets across all environments and storage locations?",Yes – Formally Defined & Consistently Applied | Partial – Defined but Inconsistently Applied | No – Not Defined,,
AR_193,General,Data & Privacy,data_governance_quality_lineage_enterprise,"Cluster 2 — Data, Privacy & Information Assets","Are synthetic, augmented, brokered, or third-party datasets used in AI systems formally documented with justification, governance oversight, and applied risk mitigation measures?","Yes – All Such Datasets Documented with Controls | Partial – Some Documented, Controls Inconsistent | No – Not Documented or No Controls Applied",,
AR_194,General,Risk & Security,third_party_vendor_supply_chain,Cluster 5 — Operational & Infrastructure Risk,"Are third-party data providers, annotation vendors, and labeling services formally identified, assessed within the resource inventory, and subject to contractual controls, QA, audit, and bias monitoring?",Yes – Formally Identified & Comprehensive Controls Applied | Partial – Identified but Controls Incomplete | No – Not Identified or Assessed | Not Applicable,,
AR_195,General,Governance & Compliance,ai_system_inventory_register,"Cluster 4 — Governance, Compliance & Legal","Are AI models, algorithms, frameworks, and tooling components formally documented (architecture, configuration, versioning, dependencies, ownership, intended use), and is the organization aware of all models currently deployed in production?",Yes – All Models Documented & Production Inventory Maintained | Partial – Documentation or Inventory Incomplete | No – Not Documented or No Production Inventory,,
AR_196,General,Risk & Security,third_party_vendor_supply_chain,Cluster 5 — Operational & Infrastructure Risk,"Are externally sourced AI APIs, foundation models, or managed AI services formally documented with provider details, model versions, SLAs, data processing terms, and exit/portability considerations?",Yes – Fully Documented | Partial – Key Details Missing | No – Not Documented | Not Applicable,,
AR_197,General,Data & Privacy,privacy_personal_data_protection,"Cluster 2 — Data, Privacy & Information Assets","When personal, confidential, or regulated data is transmitted to external AI APIs or foundation model providers, are data minimization, anonymization, contractual data processing agreements, and jurisdictional controls formally applied?",Yes – All Controls Formally Applied | Partial – Some Controls Missing | No – Controls Not Applied | Not Applicable,,
AR_198,General,Cybersecurity,ai_system_security_adversarial_risk,Cluster 5 — Operational & Infrastructure Risk,"Are AI tooling components, including open-source libraries and development environments, subject to documented security review, vulnerability scanning, patch management, and compliance validation?","Yes – All Components Formally Reviewed | Partial – Key Tools Reviewed, Others Not | No – No Security Review Process",,
AR_199,General,Risk & Security,intellectual_property_rights,"Cluster 4 — Governance, Compliance & Legal","Are open-source AI libraries, frameworks, and tooling components formally reviewed for license compatibility, intellectual property obligations, attribution requirements, and commercial use restrictions before integration?",Yes – Formal Review Before Every Integration | Partial – Reviewed Case by Case | No – Not Reviewed,,
AR_200,General,Risk & Security,third_party_vendor_supply_chain,Cluster 5 - Operational & Infrastructure Risk,"How would you assess the organization's concentration and lock-in risk arising from dependency on a single AI tooling vendor, cloud provider, or model supplier?","Low Risk - Multi-Vendor Strategy in Place | Moderate Risk - Some Vendor Dependency, Partially Managed | High Risk - Significant Lock-In or No Mitigation Strategy",,
AR_201,General,IT Infrastructure,cloud_provider_technical_environment,Cluster 1 - AI Technical & Model Integrity,"Are AI system computing requirements â€” including CPU, GPU, memory, storage, networking, and scalability thresholds â€” formally defined, reviewed, and approved prior to deployment?",Yes - Formally Defined & Approved | Partial - Not Defined for All Systems | No - Not Formally Defined,,
AR_202,General,IT Infrastructure,cloud_provider_technical_environment,Cluster 5 - Operational & Infrastructure Risk,"Has the organization identified its primary AI hosting environment(s) â€” on-premises, cloud, hybrid, or edge â€” and formally evaluated the associated vendor concentration, resilience, failover, and continuity risks?",Yes - Environment Identified & Risks Formally Evaluated | Partial - Environment Identified but Risks Not Fully Evaluated | No - No Formal Evaluation Conducted,,
AR_203,General,IT Infrastructure,cloud_provider_technical_environment,Cluster 5 - Operational & Infrastructure Risk,"Is there a formally documented and tested resilience, redundancy, and failover strategy in place to maintain continuity of AI services during infrastructure failures or service disruptions?",Yes - Documented & Tested | Partial - Documented but Not Yet Tested | No - No Strategy Documented,,
AR_204,General,AI Engineering,model_performance_reliability,Cluster 1 - AI Technical & Model Integrity,"Is current computing capacity sufficient to support AI workloads without degradation in performance, latency, reliability, or service quality?",Sufficient - No Performance Degradation Observed | Partially Sufficient - Some Constraints or Degradation Noted | Insufficient - Frequent or Significant Performance Issues,,
AR_205,General,Strategy & Finance,environmental_sustainability_impact,Cluster 7 - Business Impact & Sustainability,"Is the environmental impact of AI workloads â€” including energy consumption, carbon emissions, hardware lifecycle, and GPU efficiency â€” formally assessed, reviewed, and subject to defined sustainability targets and improvement plans?","Yes - Assessed, Monitored & Targets Defined | Partial - Assessed but No Monitoring or Targets | No - Not Assessed",,
AR_206,General,Governance & Compliance,accountability_responsibility_assignment_formal,Cluster 3 - Responsible AI & Ethics,"Are AI lifecycle roles, responsibilities, reporting lines, and accountability structures formally defined and documented for all personnel involved in AI development, deployment, validation, oversight, and maintenance?",Yes - All Roles Fully Defined & Documented | Partial - Key Roles Only or Gaps Exist | No - Not Formally Defined,,
AR_207,General,Human Resources,roles_responsibilities_competence_working,Cluster 6 - Workforce & Organizational Change,"Are sufficient personnel formally assigned to cover all AI governance functions, including development, risk assessment, validation, monitoring, and oversight?",Yes - All Functions Adequately Staffed | Partial - Some Functions Under-Resourced | No - Insufficient or No Formal Headcount Assigned,,
AR_208,General,Ethics & Responsible AI,human_oversight_intervention,Cluster 3 - Responsible AI & Ethics,"For high-risk AI systems, is formal human oversight in place with clearly defined authority to review, intervene, override, or suspend system operations where necessary?",Yes - Formally Assigned with Full Authority | Partial - Assigned but Authority Not Clearly Defined | No - Human Oversight Not Formally Assigned,,
AR_209,General,Human Resources,roles_responsibilities_competence_working,Cluster 6 - Workforce & Organizational Change,"Does the organization have sufficient AI competency and expertise to effectively manage AI risks, compliance obligations, and operational performance?",Yes - All Competencies in Place | Partial - Minor Skill Gaps | No - Significant Competency Deficiencies,,
AR_210,General,Human Resources,staff_training_ai_literacy,Cluster 6 - Workforce & Organizational Change,"Have AI-related skill gaps, workforce limitations, or competency deficiencies affecting governance, design, oversight, or regulatory compliance been formally identified, documented, and assigned a remediation plan?",Yes - Gaps Identified & Remediation Plan in Place | Partial - Gaps Identified but No Remediation Plan | No - Gaps Not Formally Identified,,
AR_211,General,Risk & Security,third_party_vendor_supply_chain,Cluster 5 - Operational & Infrastructure Risk,"Are external AI contractors, consultants, offshore teams, or managed service providers formally included in AI resource documentation with defined roles, responsibilities, and oversight controls?",Yes - All External Parties Formally Documented | Partial - Key Contractors Only or Coverage Incomplete | No - Not Formally Documented,,
AR_212,General,IT Infrastructure,deployment_release_management,Cluster 1 - AI Technical & Model Integrity,"Are changes to AI models, datasets, infrastructure, tooling, or external AI providers subject to formal change management processes including version control, impact assessment, validation testing, and documented approval?",Yes - All Changes Formally Managed | Partial - Major Changes Only | No - No Formal Change Management,,
AR_213,General,Governance & Compliance,ai_impact_assessment,Cluster 3 - Responsible AI & Ethics,Has the organization formally established and implemented an AI impact assessment process that applies to all in-scope AI systems prior to deployment?,Yes - Process Established & Applied to All Systems | Partial - Process Exists but Not Applied to All Systems | No - No Formal Impact Assessment Process,,
AR_214,General,Governance & Compliance,ai_impact_assessment,Cluster 3 - Responsible AI & Ethics,"Are AI impact assessments conducted prior to initial deployment and formally updated following significant changes to models, datasets, infrastructure, third-party dependencies, or intended use cases?",Yes - Conducted Pre-Deployment & Updated on Significant Change | Partial - Pre-Deployment Only or Updates Inconsistent | No - Not Conducted,,
AR_215,General,Governance & Compliance,ai_impact_assessment,Cluster 3 - Responsible AI & Ethics,"Are AI systems formally categorized by defined impact severity levels (low, medium, high) with documented criteria consistently applied across all in-scope systems, and are the identified impact categories â€” including harm, bias, privacy, safety, and regulatory exposure â€” formally documented?","Yes - Severity Criteria Defined, Consistently Applied & Impact Categories Documented | Partial - Criteria or Coverage Inconsistent | No - Systems Not Categorized by Impact Severity",,
AR_216,General,Governance & Compliance,ai_impact_assessment,Cluster 3 - Responsible AI & Ethics,"Does the AI impact assessment explicitly evaluate potential harm to individuals - covering discrimination, financial harm, safety, and psychological harm - and formally identify all stakeholder groups that may be materially affected?",Yes - Individual Harm & All Stakeholder Groups Formally Assessed | Partial - Harm Assessed but Stakeholder Coverage Incomplete | No - Individual Harm Not Explicitly Assessed,,
AR_217,General,Governance & Compliance,ai_impact_assessment,Cluster 3 - Responsible AI & Ethics,"Are potential societal, economic, environmental, systemic, and long-term downstream impacts of AI systems evaluated and documented?",Yes - All Impact Dimensions Evaluated & Documented | Partial - Limited Scope Evaluated | No - Not Evaluated,,
AR_218,General,Ethics & Responsible AI,human_oversight_intervention,Cluster 3 - Responsible AI & Ethics,"Where high-impact AI systems are identified, are additional safeguards formally defined and implemented, including human oversight, bias testing, privacy controls, explainability mechanisms, monitoring alerts, and kill-switch capability?",Yes - Comprehensive Safeguards Formally Implemented | Partial - Some Safeguards in Place | No - No Enhanced Safeguards Implemented,,
AR_219,General,Governance & Compliance,risk_management_liability_insurance,"Cluster 4 - Governance, Compliance & Legal","Are residual AI risks - post-mitigation - formally documented, approved by authorized decision-makers, assessed against the organization's defined risk tolerance, and recorded with an overall residual risk rating?","Yes - Residual Risks Documented, Approved & Aligned with Risk Tolerance | Partial - Documented but Not Formally Approved or Risk-Assessed | No - Residual Risks Not Documented",,
AR_220,General,Governance & Compliance,audit_assurance_review,"Cluster 4 - Governance, Compliance & Legal","Are AI impact assessments subject to both periodic reviews at defined intervals and event-triggered reassessment - covering model changes, incidents, new regulatory requirements, performance degradation, and stakeholder complaints?",Yes - Periodic Reviews & Event-Based Triggers Both Defined and Active | Partial - Scheduled Reviews Only or Triggers Incomplete | No - No Periodic Review or Reassessment Triggers,,
AR_221,General,Governance & Compliance,risk_management_liability_insurance,"Cluster 4 - Governance, Compliance & Legal",Are impact assessment outcomes formally integrated into the organization's AI risk register and enterprise risk management processes?,Yes - Fully Integrated into Risk Register & ERM | Partial - Informal Links Only | No - Not Integrated,,
AR_222,General,Governance & Compliance,policies_procedures_documentation,"Cluster 4 - Governance, Compliance & Legal","Are impact assessment documentation records maintained in a controlled repository with version control, ownership assignment, retention periods, and audit traceability?",Yes - All Documentation Controls in Place | Partial - Some Controls Missing or Inconsistently Applied | No - No Documentation Controls in Place,,
AR_223,General,Governance & Compliance,stakeholder_communication_disclosure,Cluster 3 - Responsible AI & Ethics,"Are stakeholders affected by AI systems - including vulnerable populations - formally identified and consulted or engaged during impact assessments, particularly for high-impact systems?",Yes - Formally Identified & Consulted | Partial - Identified but Not Consulted or Engagement Incomplete | No - Not Identified or Considered,,
AR_224,General,IT Infrastructure,incident_response_recovery,Cluster 5 - Operational & Infrastructure Risk,"Are incident learnings, complaints, user feedback, and adverse outcomes systematically analyzed and incorporated into future AI impact assessments?",Yes - Systematic Feedback Loop in Place | Partial - Ad Hoc Incorporation | No - Not Incorporated,,
AR_225,General,Governance & Compliance,audit_assurance_review,"Cluster 4 - Governance, Compliance & Legal","Are actual operational impacts observed during deployment formally compared against the original impact assessment - to identify deviation, drift, or underestimated harm - with a defined process for detecting and responding to material discrepancies?",Yes - Formal Comparison Process & Response Protocol in Place | Partial - Informal or Infrequent Comparison | No - Not Compared or Monitored,,
AR_226,General,Ethics & Responsible AI,bias_fairness_discrimination,Cluster 3 - Responsible AI & Ethics,"Are impacts on vulnerable individuals or groups explicitly identified, evaluated, and documented during AI impact assessments, including disproportionate or indirect effects?",Yes - Explicitly Assessed with Documented Controls | Partial - Limited Scope or Incomplete Coverage of Vulnerable Groups | No - Not Assessed,,
AR_227,General,Governance & Compliance,risk_management_liability_insurance,"Cluster 4 - Governance, Compliance & Legal","Are potential reputational, financial, legal, operational, or business continuity impacts resulting from AI system failure or misuse formally assessed?",Yes - All Impact Dimensions Formally Assessed | Partial - Some Dimensions Assessed | No - Not Assessed,,
AR_228,General,Governance & Compliance,legal_regulatory_compliance,"Cluster 4 - Governance, Compliance & Legal","For AI systems operating across multiple jurisdictions, are region-specific legal, regulatory, and compliance impacts evaluated and documented as part of impact assessments?","Yes - All Jurisdictions Formally Evaluated | Partial - Key Jurisdictions Only, Gaps Remain | No - Not Evaluated",,
AR_229,General,Governance & Compliance,stakeholder_communication_disclosure,Cluster 3 - Responsible AI & Ethics,"Where AI systems materially influence or determine outcomes affecting individuals, are transparency, notification, or disclosure mechanisms implemented to inform affected parties?",Yes - Formal Transparency & Disclosure Mechanisms in Place | Partial - Limited Scope or Inconsistently Applied | No - Not Implemented,,
AR_230,General,AI Engineering,mlops_model_operations_management,Cluster 5 - Operational & Infrastructure Risk,"Has the organization formally defined, documented, and obtained governance approval for a comprehensive AI system lifecycle framework - covering iterative development, experimentation, staged deployments, rollback procedures, continuous retraining pipelines, and formal retirement processes?",Yes - Comprehensive Framework Approved & Operational | Partial - Framework Defined but Gaps in Coverage or Operationalization | No - No Formal Lifecycle Framework,,
AR_231,General,Governance & Compliance,policies_procedures_documentation,"Cluster 4 — Governance, Compliance & Legal","Has the organization formally defined materiality thresholds determining when AI model, dataset, or deployment changes require lifecycle reassessment or governance re-approval, and are these thresholds encoded into CI/CD pipelines and automated workflows?",Yes – Thresholds Defined & Technically Enforced | Partial – Thresholds Defined but Not Technically Enforced | No – No Materiality Thresholds Defined,,
AR_232,General,Governance & Compliance,policies_procedures_documentation,"Cluster 4 — Governance, Compliance & Legal","Are lifecycle stage entry and exit criteria formally defined with mandatory evidence artifacts, validation checkpoints, and documentation requirements, preventing progression to subsequent stages without completion of required control activities?",Yes – Formal Criteria Defined & Enforced | Partial – Criteria Defined but Not Consistently Enforced | No – No Formal Stage-Gate Criteria,,
AR_233,General,Governance & Compliance,policies_procedures_documentation,"Cluster 4 — Governance, Compliance & Legal","Are explicit exception-handling and escalation protocols defined for scenarios where lifecycle controls or stage-gate requirements are bypassed or waived, including documentation of rationale, approving authority, and post-hoc review?",Yes – Exception Protocols Formally Defined | Partial – Informal Exception Handling Only | No – No Exception Protocols,,
AR_234,General,Governance & Compliance,accountability_responsibility_assignment_formal,Cluster 3 — Responsible AI & Ethics,"Are accountability roles formally assigned per AI system across the full lifecycle — lifecycle owner, development lead, independent validator, risk owner, deployment approver, monitoring owner, and retirement authority — with documented reporting lines and decision rights?",Yes – All Roles Formally Assigned & Documented | Partial – Key Roles Missing or Insufficiently Documented | No – Roles Not Assigned,,
AR_235,General,Data & Privacy,data_governance_quality_lineage_enterprise,"Cluster 2 — Data, Privacy & Information Assets","Does dataset governance within the AI lifecycle explicitly assess source data provenance, representational adequacy, labeling quality, sampling bias, coverage gaps, and retention classification prior to model training or retraining?",Yes – All Dimensions Formally Assessed Before Training | Partial – Some Dimensions Not Assessed | No – No Formal Dataset Governance Assessment,,
AR_236,General,Ethics & Responsible AI,bias_fairness_discrimination,Cluster 3 — Responsible AI & Ethics,"Are engineered features and data transformations independently reviewed for proxy variable risk, discrimination amplification, transformation bias, feature leakage, and indirect correlation effects prior to validation approval?",Yes – Independent Review Conducted for All Features | Partial – Review Conducted for Some Features Only | No – No Independent Feature Review,,
AR_237,General,AI Engineering,model_development_other,Cluster 1 — AI Technical & Model Integrity,"Are model development activities fully reproducible through version-controlled management of training datasets, code, hyperparameters, feature configurations, environment dependencies, and infrastructure configurations, such that any deployed model can be reconstructed for audit?",Yes – Fully Reproducible & Version-Controlled | Partial – Key Reproducibility Gaps Exist | No – Not Reproducible,,
AR_238,General,Governance & Compliance,audit_assurance_review,"Cluster 4 — Governance, Compliance & Legal","Is independent validation performed prior to production deployment, where validators are structurally or functionally separate from the development team — with high-risk systems validated by a separate risk function or external third party?","Yes – Fully Independent Validation | Partial – Partially Independent (Same Function, Separate Team) | No – No Independent Validation (Same Team)",,
AR_239,General,AI Engineering,mlops_model_operations_management,Cluster 5 — Operational & Infrastructure Risk,"Are secure MLOps controls implemented, including environment segregation (dev/test/prod), role-based access controls, deployment approval workflows, immutable logging, rollback capability, and production promotion restrictions?",Yes – All Controls Implemented & Effective | Partial – Some Controls Missing or Inconsistent | No – No Secure MLOps Controls,,
AR_240,General,AI Engineering,model_monitoring_drift_management,Cluster 1 — AI Technical & Model Integrity,"Are continuous monitoring mechanisms implemented to detect performance degradation, statistical drift, bias drift, and anomaly signals — including output-level fairness metrics with defined thresholds, alert mechanisms, and escalation protocols — when discriminatory patterns are detected?",Yes – Comprehensive Monitoring Including Fairness Metrics | Partial – Performance Monitoring Only or Fairness Metrics Absent | No – No Continuous Monitoring,,
AR_241,General,AI Engineering,mlops_model_operations_management,Cluster 5 — Operational & Infrastructure Risk,"Are quantitative thresholds defined that trigger intervention actions — rollback, suspension, retraining, or escalation — when monitoring metrics exceed defined tolerances?",Yes – Thresholds Formally Defined & Linked to Interventions | Partial – Some Thresholds Defined but Incomplete | No – No Intervention Thresholds Defined,,
AR_242,General,Ethics & Responsible AI,human_oversight_intervention,Cluster 3 — Responsible AI & Ethics,"Are human oversight roles formally defined across the lifecycle with documented authority to intervene, override, suspend, or escalate AI system operation — including logging of intervention decisions and post-incident review requirements?",Yes – Formally Defined with Full Authority & Logging | Partial – Roles Defined but Authority or Logging Incomplete | No – Not Formally Defined,,
AR_243,General,AI Engineering,model_training_data_management,Cluster 1 — AI Technical & Model Integrity,"For AI systems using automated retraining pipelines, are retraining events governed by validation checkpoints, impact reassessment triggers, and formal approval prior to promoting newly trained models into production?",Yes – Fully Governed with Checkpoints & Approval | Partial – Some Controls Missing or Inconsistently Applied | No – Retraining Not Governed,,
AR_244,General,Governance & Compliance,risk_management_liability_insurance,"Cluster 4 — Governance, Compliance & Legal","Is AI system classification — High-Risk, Regulated, Generative AI, and equivalent designations — determined using documented criteria, formally approved, and subject to periodic independent review; and does the organization maintain a formal regulatory horizon-scanning process to identify AI-related regulatory changes that trigger lifecycle reassessment?",Yes – Classification Formally Governed & Regulatory Scanning in Place | Partial – Classification Defined but No Formal Regulatory Scanning | No – Neither Formally Defined,,
AR_245,General,Governance & Compliance,legal_regulatory_compliance,"Cluster 4 — Governance, Compliance & Legal","Are AI systems designated as High-Risk subject to enhanced lifecycle controls, including executive approval, extended validation scope, stricter intervention thresholds, documented oversight accountability, and formal impact reassessment gating?",Yes – Enhanced Controls Fully Applied | Partial – Some Enhanced Controls Missing | No – Not Applied,,
AR_246,General,Governance & Compliance,policies_procedures_documentation,"Cluster 4 — Governance, Compliance & Legal","Are structured technical documentation artifacts — model cards, system cards, dataset datasheets, architecture diagrams, and risk documentation — required as formal lifecycle deliverables, with governance sign-off confirming their presence and completeness prior to production deployment?","Yes – All Artifacts Required, Governed & Confirmed Prior to Deployment | Partial – Some Artifacts Required but Not Consistently Governed as Deliverables | No – Not Required as Formal Deliverables",,
AR_247,General,Risk & Security,third_party_vendor_supply_chain,Cluster 5 — Operational & Infrastructure Risk,"For AI systems incorporating third-party or foundation models, is formal due diligence conducted covering licensing terms, update notification rights, training data transparency, contractual regulatory responsibilities, version management, and upstream dependency risk — with findings documented and approved prior to deployment?","Yes – Comprehensive Due Diligence Conducted, Documented & Approved | Partial – Due Diligence Conducted but Incomplete or Not Formally Approved | No – No Formal Due Diligence",,
AR_248,General,IT Infrastructure,deployment_release_management,Cluster 1 — AI Technical & Model Integrity,"When third-party or foundation model providers release new model versions, patches, or safety updates, is a formal impact assessment performed prior to continued production use — covering performance changes, safety implications, compliance obligations, and contractual risk — with documented approval before the updated version is accepted into production?",Yes – Formal Impact Assessment and Documented Approval Before Every Upstream Update | Partial – Assessed for Major Updates Only or Approval Not Consistently Documented | No – Not Assessed,,
AR_249,General,AI Engineering,LLM_prompting,Cluster 1 — AI Technical & Model Integrity,"In generative AI systems, are prompt templates, system instructions, guardrails, retrieval augmentation configurations, safety filters, and output constraints formally version-controlled, independently reviewed, and validated against safety and performance criteria prior to deployment or modification?","Yes – All Components Version-Controlled, Independently Reviewed & Validated | Partial – Some Components Not Controlled, Reviewed, or Validated | No – Not Controlled",,
